"WebID","Area","Data_label","2016","2016%","2011","2011%","2006","2006%","2001","2001%","Data Type",
"41","Victoria","Kuwait","1839","0.0310","1137","0.0212","792","0.0161","608","0.0131","UR",
"41","Victoria","Laos","2224","0.0375","2201","0.0411","2031","0.0412","2029","0.0436","UR",
"41","Victoria","Latvia","1203","0.0203","1533","0.0286","1802","0.0366","2145","0.0461","UR",
"41","Victoria","Liberia","690","0.0116","505","0.0094","220","0.0045","44","0.0009","UR",
"41","Victoria","Libya","1036","0.0175","1023","0.0191","797","0.0162","786","0.0169","UR",
"41","Victoria","Lithuania","773","0.0130","914","0.0171","1044","0.0212","1259","0.0271","UR",
"41","Victoria","Macau","747","0.0126","641","0.0120","571","0.0116","530","0.0114","UR",
"41","Victoria","Mexico","1478","0.0249","841","0.0157","486","0.0099","246","0.0053","UR",
"41","Victoria","Morocco","581","0.0098","490","0.0092","417","0.0085","379","0.0081","UR",
"41","Victoria","Mozambique","169","0.0029","154","0.0029","126","0.0026","89","0.0019","UR",
"41","Victoria","Namibia","173","0.0029","162","0.0030","90","0.0018","48","0.0010","UR",
"41","Victoria","Nepal","9390","0.1584","4326","0.0808","831","0.0169","442","0.0095","UR",
"41","Victoria","New Caledonia","127","0.0021","86","0.0016","71","0.0014","75","0.0016","UR",
"41","Victoria","Nigeria","1970","0.0332","1125","0.0210","566","0.0115","423","0.0091","UR",
"41","Victoria","Norway","740","0.0125","743","0.0139","655","0.0133","713","0.0153","UR",
"41","Victoria","Oman","582","0.0098","352","0.0066","302","0.0061","107","0.0023","UR",
"41","Victoria","Pakistan","21125","0.3564","9221","0.1722","4695","0.0953","2801","0.0602","UR",
"41","Victoria","Peru","1416","0.0239","1188","0.0222","886","0.0180","719","0.0154","UR",
"41","Victoria","Samoa","6199","0.1046","4013","0.0750","3000","0.0609","2378","0.0511","UR",
"41","Victoria","Saudi Arabia","4401","0.0743","2790","0.0521","897","0.0182","414","0.0089","UR",
"41","Victoria","Seychelles","949","0.0160","985","0.0184","1010","0.0205","1030","0.0221","UR",
"41","Victoria","Sierra Leone","376","0.0063","297","0.0055","95","0.0019","37","0.0008","UR",
"41","Victoria","Slovakia","726","0.0122","730","0.0136","608","0.0123","580","0.0125","UR",
"41","Victoria","Slovenia","2172","0.0366","2452","0.0458","2535","0.0515","2766","0.0594","UR",
"41","Victoria","Somalia","3904","0.0659","3067","0.0573","2621","0.0532","2302","0.0495","UR",
"41","Victoria","Sudan/South Sudan","8415","0.1420","7232","0.1351","6154","0.1249","998","0.0214","UR",
"41","Victoria","Sweden","2055","0.0347","1705","0.0318","1574","0.0320","1357","0.0292","UR",
"41","Victoria","Switzerland","2478","0.0418","2371","0.0443","2197","0.0446","2143","0.0460","UR",
"41","Victoria","Syria","3851","0.0650","2270","0.0424","1846","0.0375","1770","0.0380","UR",
"41","Victoria","Tanzania","666","0.0112","551","0.0103","392","0.0080","337","0.0072","UR",
"41","Victoria","Tonga","1696","0.0286","1424","0.0266","1214","0.0246","1231","0.0265","UR",
"41","Victoria","Trinidad and Tobago","241","0.0041","214","0.0040","242","0.0049","171","0.0037","UR",
"41","Victoria","Uganda","677","0.0114","494","0.0092","289","0.0059","244","0.0052","UR",
"41","Victoria","United Arab Emirates","2735","0.0461","1721","0.0321","1009","0.0205","393","0.0084","UR",
"41","Victoria","Uruguay","1605","0.0271","1588","0.0297","1658","0.0337","1619","0.0348","UR",
"41","Victoria","Vanuatu","161","0.0027","148","0.0028","133","0.0027","102","0.0022","UR",
"41","Victoria","Zambia","843","0.0142","718","0.0134","581","0.0118","445","0.0096","UR",
"41","Victoria","Zimbabwe","4694","0.0792","3776","0.0705","2372","0.0482","1273","0.0274","UR",
"41","Victoria","Bhutan","574","0.0097","344","0.0064","","","","","UR",
"42","Queensland","Bosnia and Herzegovina","3187","0.0678","3344","0.0772","3283","0.0844","2915","0.0831","UR",
"42","Queensland","Canada","10805","0.2297","9724","0.2244","7401","0.1902","6003","0.1710","UR",
"42","Queensland","China","47114","1.0018","27052","0.6244","15019","0.3859","8847","0.2521","UR",
"42","Queensland","Croatia","3551","0.0755","3823","0.0882","3809","0.0979","3620","0.1031","UR",
"42","Queensland","Egypt","2449","0.0521","2129","0.0491","1745","0.0448","1497","0.0427","UR",
"42","Queensland","Fiji","12614","0.2682","11339","0.2617","8922","0.2293","7565","0.2155","UR",
"42","Queensland","North Macedonia","953","0.0203","921","0.0213","879","0.0226","814","0.0232","UR",
"42","Queensland","Germany","20387","0.4335","21065","0.4862","19976","0.5133","19037","0.5424","UR",
"42","Queensland","Greece","3298","0.0701","3465","0.0800","4158","0.1068","3957","0.1127","UR",
"42","Queensland","Hong Kong","10755","0.2287","8760","0.2022","7834","0.2013","6633","0.1890","UR",
"42","Queensland","India","49145","1.0450","30299","0.6993","10937","0.2810","7156","0.2039","UR",
"42","Queensland","Indonesia","7321","0.1557","6603","0.1524","5275","0.1355","4621","0.1317","UR",
"42","Queensland","Iraq","2845","0.0605","1511","0.0349","736","0.0189","612","0.0174","UR",
"42","Queensland","Ireland","11352","0.2414","10906","0.2517","7532","0.1935","6875","0.1959","UR",
"42","Queensland","Italy","12995","0.2763","13188","0.3044","13970","0.3590","15169","0.4322","UR",
"42","Queensland","Japan","12402","0.2637","10328","0.2384","8558","0.2199","6550","0.1866","UR",
"42","Queensland","Lebanon","1418","0.0302","1266","0.0292","1236","0.0318","1100","0.0313","UR",
"42","Queensland","Malaysia","14848","0.3157","12802","0.2955","9606","0.2468","8011","0.2282","UR",
"42","Queensland","Malta","2505","0.0533","2709","0.0625","2762","0.0710","2836","0.0808","UR",
"42","Queensland","Netherlands","14067","0.2991","15002","0.3462","15180","0.3901","15218","0.4336","UR",
"42","Queensland","New Zealand","201206","4.2782","192022","4.4319","148003","3.8031","126615","3.6075","UR",
"42","Queensland","Papua New Guinea","16120","0.3428","14445","0.3334","12517","0.3216","12219","0.3481","UR",
"42","Queensland","Philippines","39661","0.8433","29455","0.6798","18664","0.4796","15346","0.4372","UR",
"42","Queensland","Poland","5030","0.1070","5034","0.1162","5052","0.1298","5215","0.1486","UR",
"42","Queensland","South Korea","18327","0.3897","12567","0.2900","7598","0.1952","4043","0.1152","UR",
"42","Queensland","Singapore","6716","0.1428","5998","0.1384","4875","0.1253","4519","0.1288","UR",
"42","Queensland","South Africa","40131","0.8533","35527","0.8200","22640","0.5818","14275","0.4067","UR",
"42","Queensland","Serbia / Montenegro (fmr Yugoslavia)","4965","0.1056","5210","0.1202","5397","0.1387","5824","0.1659","UR",
"42","Queensland","Sri Lanka","9752","0.2074","7723","0.1782","4820","0.1239","3973","0.1132","UR",
"42","Queensland","Thailand","9978","0.2122","7034","0.1623","4489","0.1153","3032","0.0864","UR",
"42","Queensland","Turkey","1493","0.0317","1401","0.0323","1102","0.0283","920","0.0262","UR",
"42","Queensland","United Kingdom","214366","4.5580","213802","4.9345","192051","4.9349","177017","5.0436","UR",
"42","Queensland","United States of America","17053","0.3626","15754","0.3636","12149","0.3122","9930","0.2829","UR",
"42","Queensland","Vietnam","19544","0.4156","16207","0.3741","13062","0.3356","11603","0.3306","UR",
"42","Queensland","France","5845","0.1243","4965","0.1146","3894","0.1001","3233","0.0921","UR",
"42","Queensland","Argentina","1511","0.0321","1194","0.0276","1061","0.0273","851","0.0242","UR",
"42","Queensland","Austria","2670","0.0568","2774","0.0640","2788","0.0716","2873","0.0819","UR",
"42","Queensland","Cambodia","2032","0.0432","1577","0.0364","1228","0.0316","944","0.0269","UR",
"42","Queensland","Chile","2234","0.0475","1948","0.0450","1509","0.0388","1287","0.0367","UR",
"42","Queensland","Cyprus","1161","0.0247","1236","0.0285","1131","0.0291","1151","0.0328","UR",
"42","Queensland","East Timor","529","0.0112","534","0.0123","521","0.0134","482","0.0137","UR",
"42","Queensland","Hungary","3432","0.0730","3177","0.0733","2997","0.0770","2970","0.0846","UR",
"42","Queensland","Iran","6511","0.1384","3568","0.0823","1748","0.0449","1164","0.0332","UR",
"42","Queensland","Mauritius","1550","0.0330","1455","0.0336","1176","0.0302","1015","0.0289","UR",
"42","Queensland","Portugal","1267","0.0269","1079","0.0249","915","0.0235","822","0.0234","UR",
"42","Queensland","Romania","2403","0.0511","2323","0.0536","1971","0.0506","1649","0.0470","UR",
"42","Queensland","Russian Federation","2909","0.0619","2389","0.0551","1579","0.0406","1269","0.0362","UR",
"42","Queensland","Spain","2554","0.0543","2033","0.0469","1900","0.0488","1809","0.0515","UR",
"42","Queensland","Taiwan","15592","0.3315","10897","0.2515","9503","0.2442","8423","0.2400","UR",
"42","Queensland","Ukraine","1248","0.0265","1128","0.0260","943","0.0242","877","0.0250","UR",
"42","Queensland","Afghanistan","3381","0.0719","1789","0.0413","847","0.0218","511","0.0146","UR",
"42","Queensland","Albania","257","0.0055","243","0.0056","179","0.0046","153","0.0044","UR",
"42","Queensland","Bangladesh","2763","0.0587","1643","0.0379","757","0.0195","482","0.0137","UR",
"42","Queensland","Belarus","164","0.0035","86","0.0020","75","0.0019","64","0.0018","UR",
"42","Queensland","Belgium","1274","0.0271","1263","0.0291","1118","0.0287","991","0.0282","UR",
"42","Queensland","Botswana","237","0.0050","191","0.0044","160","0.0041","125","0.0036","UR",
"42","Queensland","Brazil","6608","0.1405","3430","0.0792","1626","0.0418","624","0.0178","UR",
"42","Queensland","Brunei Darussalam","329","0.0070","368","0.0085","355","0.0091","199","0.0057","UR",
"42","Queensland","Bulgaria","491","0.0104","416","0.0096","340","0.0087","281","0.0080","UR",
"42","Queensland","Burma (Myanmar)","3172","0.0674","1838","0.0424","745","0.0191","596","0.0170","UR",
"42","Queensland","Colombia","4285","0.0911","2417","0.0558","1047","0.0269","722","0.0206","UR",
"42","Queensland","Congo, Democratic Republic of","1183","0.0252","594","0.0137","62","0.0016","59","0.0017","UR",
"42","Queensland","Cook Islands","2067","0.0440","1817","0.0419","1206","0.0310","1071","0.0305","UR",
"42","Queensland","Czech Republic","1307","0.0278","1278","0.0295","1176","0.0302","1075","0.0306","UR",
"42","Queensland","Denmark","2527","0.0537","2583","0.0596","2541","0.0653","2409","0.0686","UR",
"42","Queensland","Eastern Europe, nfd","699","0.0149","657","0.0152","809","0.0208","891","0.0254","UR",
"42","Queensland","Ecuador","333","0.0071","154","0.0036","109","0.0028","69","0.0020","UR",
"42","Queensland","El Salvador","2300","0.0489","2346","0.0541","2250","0.0578","2338","0.0666","UR",
"42","Queensland","Eritrea","949","0.0202","370","0.0085","130","0.0033","92","0.0026","UR",
"42","Queensland","Estonia","413","0.0088","278","0.0064","193","0.0050","200","0.0057","UR",
"42","Queensland","Ethiopia","1262","0.0268","724","0.0167","477","0.0123","267","0.0076","UR",
"42","Queensland","Finland","2538","0.0540","2664","0.0615","2601","0.0668","2688","0.0766","UR",
"42","Queensland","Gaza Strip and West Bank","128","0.0027","154","0.0036","102","0.0026","72","0.0021","UR",
"42","Queensland","Ghana","498","0.0106","398","0.0092","222","0.0057","107","0.0030","UR",
"42","Queensland","Israel","738","0.0157","709","0.0164","507","0.0130","405","0.0115","UR",
"42","Queensland","Jordan","370","0.0079","262","0.0060","175","0.0045","152","0.0043","UR",
"42","Queensland","Kenya","2690","0.0572","2059","0.0475","1449","0.0372","1120","0.0319","UR",
"42","Queensland","Kuwait","642","0.0137","358","0.0083","214","0.0055","129","0.0037","UR",
"42","Queensland","Laos","1421","0.0302","1263","0.0291","1059","0.0272","904","0.0258","UR",
"42","Queensland","Latvia","451","0.0096","523","0.0121","553","0.0142","703","0.0200","UR",
"42","Queensland","Liberia","488","0.0104","468","0.0108","220","0.0057","6","0.0002","UR",
"42","Queensland","Libya","277","0.0059","312","0.0072","110","0.0028","92","0.0026","UR",
"42","Queensland","Lithuania","253","0.0054","283","0.0065","251","0.0064","283","0.0081","UR",
"42","Queensland","Macau","316","0.0067","269","0.0062","213","0.0055","202","0.0058","UR",
"42","Queensland","Mexico","761","0.0162","547","0.0126","352","0.0090","186","0.0053","UR",
"42","Queensland","Morocco","268","0.0057","276","0.0064","191","0.0049","159","0.0045","UR",
"42","Queensland","Mozambique","215","0.0046","182","0.0042","151","0.0039","112","0.0032","UR",
"42","Queensland","Namibia","330","0.0070","240","0.0055","161","0.0041","89","0.0025","UR",
"42","Queensland","Nepal","5074","0.1079","2098","0.0484","305","0.0078","157","0.0045","UR",
"42","Queensland","New Caledonia","570","0.0121","576","0.0133","514","0.0132","432","0.0123","UR",
"42","Queensland","Nigeria","1238","0.0263","625","0.0144","333","0.0086","218","0.0062","UR",
"42","Queensland","Norway","897","0.0191","862","0.0199","887","0.0228","1201","0.0342","UR",
"42","Queensland","Oman","273","0.0058","258","0.0060","178","0.0046","62","0.0018","UR",
"42","Queensland","Pakistan","4675","0.0994","2383","0.0550","1139","0.0293","766","0.0218","UR",
"42","Queensland","Peru","1128","0.0240","982","0.0227","598","0.0154","379","0.0108","UR",
"42","Queensland","Samoa","7811","0.1661","6471","0.1494","4834","0.1242","4010","0.1143","UR",
"42","Queensland","Saudi Arabia","1806","0.0384","2171","0.0501","671","0.0172","144","0.0041","UR",
"42","Queensland","Seychelles","464","0.0099","469","0.0108","465","0.0119","435","0.0124","UR",
"42","Queensland","Sierra Leone","437","0.0093","391","0.0090","199","0.0051","28","0.0008","UR",
"42","Queensland","Slovakia","654","0.0139","564","0.0130","438","0.0113","407","0.0116","UR",
"42","Queensland","Slovenia","715","0.0152","637","0.0147","612","0.0157","551","0.0157","UR",
"42","Queensland","Somalia","1271","0.0270","629","0.0145","242","0.0062","202","0.0058","UR",
"42","Queensland","Sudan/South Sudan","3791","0.0806","3286","0.0758","2389","0.0614","405","0.0115","UR",
"42","Queensland","Sweden","2183","0.0464","1967","0.0454","1802","0.0463","1625","0.0463","UR",
"42","Queensland","Switzerland","2770","0.0589","2751","0.0635","2590","0.0666","2253","0.0642","UR",
"42","Queensland","Syria","578","0.0123","322","0.0074","206","0.0053","206","0.0059","UR",
"42","Queensland","Tanzania","845","0.0180","710","0.0164","492","0.0126","248","0.0071","UR",
"42","Queensland","Tonga","1716","0.0365","1586","0.0366","1098","0.0282","953","0.0272","UR",
"42","Queensland","Trinidad and Tobago","392","0.0083","368","0.0085","326","0.0084","291","0.0083","UR",
"42","Queensland","Uganda","679","0.0144","497","0.0115","321","0.0082","184","0.0052","UR",
"42","Queensland","United Arab Emirates","1106","0.0235","727","0.0168","494","0.0127","195","0.0056","UR",
"42","Queensland","Uruguay","729","0.0155","638","0.0147","588","0.0151","481","0.0137","UR",
"42","Queensland","Vanuatu","407","0.0087","388","0.0090","348","0.0089","303","0.0086","UR",
"42","Queensland","Zambia","1329","0.0283","1171","0.0270","792","0.0204","611","0.0174","UR",
"42","Queensland","Zimbabwe","8881","0.1888","8358","0.1929","5682","0.1460","3218","0.0917","UR",
"42","Queensland","Bhutan","642","0.0137","264","0.0061","","","","","UR",
"43","South Australia","Bosnia and Herzegovina","1967","0.1173","2168","0.1358","2186","0.1446","2139","0.1459","UR",
"43","South Australia","Canada","2220","0.1324","2137","0.1338","1887","0.1248","1572","0.1072","UR",
"43","South Australia","China","24610","1.4678","15943","0.9986","8077","0.5343","3590","0.2449","UR",
"43","South Australia","Croatia","2867","0.1710","3130","0.1960","3479","0.2301","3589","0.2448","UR",
"43","South Australia","Egypt","1466","0.0874","1226","0.0768","1047","0.0693","1082","0.0738","UR",
"43","South Australia","Fiji","1200","0.0716","1165","0.0730","924","0.0611","812","0.0554","UR",
"43","South Australia","North Macedonia","388","0.0231","375","0.0235","386","0.0255","432","0.0295","UR",
"43","South Australia","Germany","10119","0.6035","11401","0.7141","11922","0.7886","12791","0.8724","UR",
"43","South Australia","Greece","8682","0.5178","9764","0.6116","10779","0.7130","11700","0.7980","UR",
"43","South Australia","Hong Kong","3576","0.2133","2739","0.1716","2382","0.1576","1795","0.1224","UR",
"43","South Australia","India","27594","1.6458","18714","1.1721","6847","0.4529","3688","0.2515","UR",
"43","South Australia","Indonesia","2140","0.1276","1978","0.1239","1541","0.1019","1278","0.0872","UR",
"43","South Australia","Iraq","1482","0.0884","1327","0.0831","759","0.0502","762","0.0520","UR",
"43","South Australia","Ireland","3299","0.1968","3491","0.2187","3187","0.2108","3290","0.2244","UR",
"43","South Australia","Italy","18544","1.1060","20703","1.2967","22485","1.4873","25036","1.7075","UR",
"43","South Australia","Japan","1527","0.0911","1376","0.0862","1220","0.0807","862","0.0588","UR",
"43","South Australia","Lebanon","1535","0.0916","1450","0.0908","1535","0.1015","1477","0.1007","UR",
"43","South Australia","Malaysia","7749","0.4622","6937","0.4345","5289","0.3499","4153","0.2833","UR",
"43","South Australia","Malta","1417","0.0845","1602","0.1003","1660","0.1098","1810","0.1234","UR",
"43","South Australia","Netherlands","6602","0.3938","7228","0.4527","7771","0.5140","8398","0.5728","UR",
"43","South Australia","New Zealand","12937","0.7716","12882","0.8068","11336","0.7499","10856","0.7404","UR",
"43","South Australia","Papua New Guinea","911","0.0543","925","0.0579","935","0.0618","839","0.0572","UR",
"43","South Australia","Philippines","12465","0.7434","8855","0.5546","5434","0.3594","4511","0.3077","UR",
"43","South Australia","Poland","4954","0.2955","5524","0.3460","6240","0.4128","6947","0.4738","UR",
"43","South Australia","South Korea","3686","0.2198","3397","0.2128","2015","0.1333","900","0.0614","UR",
"43","South Australia","Singapore","2491","0.1486","2111","0.1322","1753","0.1160","1369","0.0934","UR",
"43","South Australia","South Africa","6610","0.3942","6228","0.3901","4464","0.2953","3095","0.2111","UR",
"43","South Australia","Serbia / Montenegro (fmr Yugoslavia)","3322","0.1981","3592","0.2250","4086","0.2703","4527","0.3088","UR",
"43","South Australia","Sri Lanka","3787","0.2259","2650","0.1660","1486","0.0983","1117","0.0762","UR",
"43","South Australia","Thailand","2846","0.1697","2205","0.1381","1697","0.1123","1313","0.0896","UR",
"43","South Australia","Turkey","593","0.0354","637","0.0399","603","0.0399","594","0.0405","UR",
"43","South Australia","United Kingdom","115104","6.8651","121953","7.6383","120807","7.9911","125650","8.5698","UR",
"43","South Australia","United States of America","4360","0.2600","4054","0.2539","3429","0.2268","2990","0.2039","UR",
"43","South Australia","Vietnam","14337","0.8551","11997","0.7514","10511","0.6953","10449","0.7127","UR",
"43","South Australia","France","1365","0.0814","1248","0.0782","1112","0.0736","1122","0.0765","UR",
"43","South Australia","Argentina","461","0.0275","419","0.0262","396","0.0262","313","0.0213","UR",
"43","South Australia","Austria","1352","0.0806","1486","0.0931","1618","0.1070","1773","0.1209","UR",
"43","South Australia","Cambodia","3201","0.1909","2819","0.1766","2426","0.1605","2298","0.1567","UR",
"43","South Australia","Chile","747","0.0446","763","0.0478","661","0.0437","662","0.0452","UR",
"43","South Australia","Cyprus","1179","0.0703","1296","0.0812","1378","0.0912","1456","0.0993","UR",
"43","South Australia","East Timor","123","0.0073","126","0.0079","76","0.0050","81","0.0055","UR",
"43","South Australia","Hungary","1274","0.0760","1351","0.0846","1573","0.1041","1915","0.1306","UR",
"43","South Australia","Iran","4527","0.2700","2840","0.1779","1754","0.1160","1645","0.1122","UR",
"43","South Australia","Mauritius","215","0.0128","212","0.0133","146","0.0097","111","0.0076","UR",
"43","South Australia","Portugal","528","0.0315","535","0.0335","456","0.0302","496","0.0338","UR",
"43","South Australia","Romania","1013","0.0604","1071","0.0671","991","0.0656","1035","0.0706","UR",
"43","South Australia","Russian Federation","1255","0.0749","1272","0.0797","1011","0.0669","948","0.0647","UR",
"43","South Australia","Spain","824","0.0491","720","0.0451","653","0.0432","705","0.0481","UR",
"43","South Australia","Taiwan","1703","0.1016","936","0.0586","610","0.0404","499","0.0340","UR",
"43","South Australia","Ukraine","929","0.0554","1050","0.0658","1220","0.0807","1477","0.1007","UR",
"43","South Australia","Afghanistan","6313","0.3765","3281","0.2055","1370","0.0906","994","0.0678","UR",
"43","South Australia","Albania","375","0.0224","306","0.0192","203","0.0134","183","0.0125","UR",
"43","South Australia","Bangladesh","1969","0.1174","1310","0.0820","331","0.0219","121","0.0083","UR",
"43","South Australia","Belarus","84","0.0050","98","0.0061","81","0.0054","88","0.0060","UR",
"43","South Australia","Belgium","479","0.0286","398","0.0249","375","0.0248","416","0.0284","UR",
"43","South Australia","Botswana","60","0.0036","53","0.0033","71","0.0047","31","0.0021","UR",
"43","South Australia","Brazil","866","0.0517","477","0.0299","219","0.0145","119","0.0081","UR",
"43","South Australia","Brunei Darussalam","133","0.0079","123","0.0077","99","0.0065","113","0.0077","UR",
"43","South Australia","Bulgaria","315","0.0188","355","0.0222","348","0.0230","390","0.0266","UR",
"43","South Australia","Burma (Myanmar)","1579","0.0942","742","0.0465","141","0.0093","122","0.0083","UR",
"43","South Australia","Colombia","584","0.0348","436","0.0273","109","0.0072","65","0.0044","UR",
"43","South Australia","Congo, Democratic Republic of","672","0.0401","564","0.0353","82","0.0054","6","0.0004","UR",
"43","South Australia","Cook Islands","99","0.0059","90","0.0056","77","0.0051","50","0.0034","UR",
"43","South Australia","Czech Republic","480","0.0286","521","0.0326","556","0.0368","575","0.0392","UR",
"43","South Australia","Denmark","544","0.0324","575","0.0360","586","0.0388","637","0.0434","UR",
"43","South Australia","Eastern Europe, nfd","356","0.0212","450","0.0282","514","0.0340","585","0.0399","UR",
"43","South Australia","Ecuador","75","0.0045","39","0.0024","53","0.0035","42","0.0029","UR",
"43","South Australia","El Salvador","753","0.0449","778","0.0487","758","0.0501","822","0.0561","UR",
"43","South Australia","Eritrea","325","0.0194","173","0.0108","123","0.0081","138","0.0094","UR",
"43","South Australia","Estonia","174","0.0104","202","0.0127","273","0.0181","349","0.0238","UR",
"43","South Australia","Ethiopia","800","0.0477","589","0.0369","377","0.0249","211","0.0144","UR",
"43","South Australia","Finland","423","0.0252","473","0.0296","499","0.0330","533","0.0364","UR",
"43","South Australia","Gaza Strip and West Bank","119","0.0071","124","0.0078","90","0.0060","102","0.0070","UR",
"43","South Australia","Ghana","322","0.0192","222","0.0139","125","0.0083","61","0.0042","UR",
"43","South Australia","Israel","240","0.0143","229","0.0143","172","0.0114","161","0.0110","UR",
"43","South Australia","Jordan","217","0.0129","137","0.0086","105","0.0069","100","0.0068","UR",
"43","South Australia","Kenya","1702","0.1015","1159","0.0726","754","0.0499","373","0.0254","UR",
"43","South Australia","Kuwait","213","0.0127","148","0.0093","91","0.0060","54","0.0037","UR",
"43","South Australia","Laos","541","0.0323","434","0.0272","447","0.0296","417","0.0284","UR",
"43","South Australia","Latvia","523","0.0312","698","0.0437","858","0.0568","1051","0.0717","UR",
"43","South Australia","Liberia","566","0.0338","534","0.0334","320","0.0212","6","0.0004","UR",
"43","South Australia","Libya","91","0.0054","145","0.0091","63","0.0042","41","0.0028","UR",
"43","South Australia","Lithuania","268","0.0160","369","0.0231","445","0.0294","560","0.0382","UR",
"43","South Australia","Macau","92","0.0055","46","0.0029","40","0.0026","46","0.0031","UR",
"43","South Australia","Mexico","352","0.0210","282","0.0177","75","0.0050","39","0.0027","UR",
"43","South Australia","Morocco","80","0.0048","66","0.0041","50","0.0033","40","0.0027","UR",
"43","South Australia","Mozambique","41","0.0024","25","0.0016","24","0.0016","6","0.0004","UR",
"43","South Australia","Namibia","93","0.0055","71","0.0044","40","0.0026","30","0.0020","UR",
"43","South Australia","Nepal","2856","0.1703","1043","0.0653","90","0.0060","78","0.0053","UR",
"43","South Australia","New Caledonia","28","0.0017","26","0.0016","23","0.0015","19","0.0013","UR",
"43","South Australia","Nigeria","519","0.0310","260","0.0163","125","0.0083","73","0.0050","UR",
"43","South Australia","Norway","201","0.0120","208","0.0130","235","0.0155","320","0.0218","UR",
"43","South Australia","Oman","144","0.0086","48","0.0030","32","0.0021","20","0.0014","UR",
"43","South Australia","Pakistan","3445","0.2055","1350","0.0846","651","0.0431","353","0.0241","UR",
"43","South Australia","Peru","334","0.0199","272","0.0170","178","0.0118","132","0.0090","UR",
"43","South Australia","Samoa","101","0.0060","93","0.0058","70","0.0046","59","0.0040","UR",
"43","South Australia","Saudi Arabia","1186","0.0707","806","0.0505","131","0.0087","56","0.0038","UR",
"43","South Australia","Seychelles","59","0.0035","46","0.0029","40","0.0026","31","0.0021","UR",
"43","South Australia","Sierra Leone","248","0.0148","220","0.0138","129","0.0085","15","0.0010","UR",
"43","South Australia","Slovakia","317","0.0189","313","0.0196","333","0.0220","318","0.0217","UR",
"43","South Australia","Slovenia","376","0.0224","430","0.0269","440","0.0291","498","0.0340","UR",
"43","South Australia","Somalia","271","0.0162","251","0.0157","186","0.0123","103","0.0070","UR",
"43","South Australia","Sudan/South Sudan","1896","0.1131","1777","0.1113","1489","0.0985","255","0.0174","UR",
"43","South Australia","Sweden","464","0.0277","426","0.0267","438","0.0290","411","0.0280","UR",
"43","South Australia","Switzerland","544","0.0324","559","0.0350","503","0.0333","538","0.0367","UR",
"43","South Australia","Syria","806","0.0481","232","0.0145","194","0.0128","173","0.0118","UR",
"43","South Australia","Tanzania","513","0.0306","474","0.0297","211","0.0140","122","0.0083","UR",
"43","South Australia","Tonga","103","0.0061","106","0.0066","53","0.0035","57","0.0039","UR",
"43","South Australia","Trinidad and Tobago","40","0.0024","63","0.0039","27","0.0018","24","0.0016","UR",
"43","South Australia","Uganda","322","0.0192","233","0.0146","101","0.0067","51","0.0035","UR",
"43","South Australia","United Arab Emirates","356","0.0212","183","0.0115","116","0.0077","35","0.0024","UR",
"43","South Australia","Uruguay","128","0.0076","151","0.0095","116","0.0077","115","0.0078","UR",
"43","South Australia","Vanuatu","32","0.0019","25","0.0016","9","0.0006","12","0.0008","UR",
"43","South Australia","Zambia","287","0.0171","222","0.0139","198","0.0131","154","0.0105","UR",
"43","South Australia","Zimbabwe","1486","0.0886","1226","0.0768","930","0.0615","449","0.0306","UR",
"43","South Australia","Bhutan","1409","0.0840","715","0.0448","","","","","UR",
"44","Western Australia","Bosnia and Herzegovina","2673","0.1080","2827","0.1263","2559","0.1310","2619","0.1438","UR",
"44","Western Australia","Canada","5431","0.2195","5170","0.2309","4072","0.2085","3462","0.1900","UR",
"44","Western Australia","China","27081","1.0944","16630","0.7427","7993","0.4093","5250","0.2882","UR",
"44","Western Australia","Croatia","4555","0.1841","5122","0.2287","5171","0.2648","5176","0.2841","UR",
"44","Western Australia","Egypt","2211","0.0894","1843","0.0823","1492","0.0764","1517","0.0833","UR",
"44","Western Australia","Fiji","1328","0.0537","1059","0.0473","621","0.0318","631","0.0346","UR",
"44","Western Australia","North Macedonia","3058","0.1236","3006","0.1342","2986","0.1529","3253","0.1786","UR",
"44","Western Australia","Germany","10958","0.4429","10991","0.4908","9816","0.5027","9913","0.5441","UR",
"44","Western Australia","Greece","2307","0.0932","2625","0.1172","3004","0.1538","3155","0.1732","UR",
"44","Western Australia","Hong Kong","6129","0.2477","4768","0.2129","4074","0.2086","3556","0.1952","UR",
"44","Western Australia","India","49385","1.9958","29908","1.3357","15122","0.7744","13115","0.7199","UR",
"44","Western Australia","Indonesia","11394","0.4605","10153","0.4534","7844","0.4017","7660","0.4205","UR",
"44","Western Australia","Iraq","3432","0.1387","2633","0.1176","1685","0.0863","1472","0.0808","UR",
"44","Western Australia","Ireland","18036","0.7289","14291","0.6382","9011","0.4614","8911","0.4891","UR",
"44","Western Australia","Italy","19210","0.7764","19494","0.8706","20911","1.0708","23037","1.2645","UR",
"44","Western Australia","Japan","4291","0.1734","3537","0.1580","3023","0.1548","2276","0.1249","UR",
"44","Western Australia","Lebanon","1099","0.0444","1037","0.0463","901","0.0461","852","0.0468","UR",
"44","Western Australia","Malaysia","29126","1.1771","24923","1.1130","19683","1.0079","17395","0.9548","UR",
"44","Western Australia","Malta","898","0.0363","979","0.0437","977","0.0500","1000","0.0549","UR",
"44","Western Australia","Netherlands","9133","0.3691","9990","0.4461","10083","0.5163","10465","0.5744","UR",
